                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     99,                 1.1439,                0.71765,                 1.2201,                 1.2279,                0.72233,                 1.2485,                 0.9032,                0.88232,                0.92827,                0.64393,                 1.1997,                0.59185,                 1.3194,                 1.2438,                0.53964,                 1.3475,               0.006799,               0.006799,               0.006799
                    100,                  1.145,                0.72135,                 1.2227,                  1.231,                0.72524,                 1.2537,                0.89859,                0.89107,                0.92721,                0.64098,                 1.1944,                 0.5851,                 1.3184,                 1.2402,                0.53903,                 1.3463,               0.006766,               0.006766,               0.006766
                    101,                 1.1462,                0.72004,                  1.219,                 1.2248,                0.72577,                 1.2453,                0.88853,                0.89434,                0.92248,                0.63405,                  1.192,                0.58145,                  1.317,                 1.2321,                0.54668,                 1.3432,               0.006733,               0.006733,               0.006733
                    102,                 1.1329,                 0.7202,                 1.2098,                 1.2176,                0.73939,                 1.2399,                 0.9121,                0.88289,                 0.9294,                0.63835,                 1.1862,                0.57629,                 1.3144,                 1.2277,                0.54324,                  1.345,                 0.0067,                 0.0067,                 0.0067
                    103,                 1.1404,                0.70671,                 1.2207,                 1.2245,                0.70649,                 1.2494,                0.91594,                0.87855,                0.92768,                0.63473,                 1.1874,                0.57741,                 1.3152,                 1.2348,                0.53985,                 1.3568,               0.006667,               0.006667,               0.006667
                    104,                 1.1342,                0.70434,                 1.2062,                 1.2204,                0.70542,                 1.2327,                0.92129,                 0.8798,                 0.9314,                0.63912,                 1.1847,                0.57695,                 1.3137,                 1.2279,                0.53852,                 1.3506,               0.006634,               0.006634,               0.006634
                    105,                  1.128,                0.69976,                 1.2094,                 1.2178,                0.69534,                 1.2431,                0.91433,                0.88109,                0.92567,                0.63597,                 1.1853,                 0.5762,                 1.3131,                 1.2314,                0.54294,                 1.3498,               0.006601,               0.006601,               0.006601
                    106,                 1.1303,                0.69827,                 1.2128,                 1.2152,                0.69597,                 1.2373,                0.91464,                0.88838,                0.93085,                 0.6388,                 1.1865,                0.57073,                 1.3142,                 1.2369,                0.52704,                 1.3495,               0.006568,               0.006568,               0.006568
                    107,                 1.1175,                0.69625,                 1.2007,                  1.209,                0.70096,                 1.2307,                0.90886,                0.88486,                0.93055,                0.63954,                 1.1848,                0.56793,                 1.3139,                 1.2321,                 0.5279,                  1.346,               0.006535,               0.006535,               0.006535
                    108,                  1.113,                0.68918,                  1.202,                 1.1921,                0.69096,                 1.2303,                0.90659,                0.89917,                0.93264,                0.64135,                 1.1833,                0.56703,                 1.3122,                 1.2309,                 0.5282,                  1.348,               0.006502,               0.006502,               0.006502
                    109,                 1.1207,                0.68934,                 1.2013,                 1.2084,                0.67748,                 1.2326,                0.90684,                0.89721,                0.93206,                0.64101,                 1.1816,                0.56859,                 1.3112,                 1.2269,                0.52785,                 1.3428,               0.006469,               0.006469,               0.006469
                    110,                 1.1136,                0.69088,                 1.1986,                 1.1951,                0.68432,                 1.2283,                0.91105,                0.89949,                0.93074,                0.64066,                  1.179,                0.56608,                 1.3125,                 1.2239,                0.52699,                 1.3447,               0.006436,               0.006436,               0.006436
                    111,                 1.1134,                0.69452,                  1.199,                 1.1996,                  0.691,                 1.2223,                0.90356,                0.90207,                0.93119,                0.64202,                 1.1784,                 0.5634,                  1.312,                 1.2191,                0.52774,                  1.339,               0.006403,               0.006403,               0.006403
                    112,                 1.1054,                 0.6888,                 1.1949,                 1.1903,                0.68598,                 1.2251,                0.90986,                0.89086,                 0.9317,                 0.6414,                 1.1777,                0.56304,                 1.3103,                 1.2176,                0.52689,                 1.3359,                0.00637,                0.00637,                0.00637
                    113,                 1.1058,                0.67982,                 1.1922,                 1.1926,                0.67282,                 1.2245,                0.91292,                0.89404,                0.93437,                0.64305,                 1.1742,                0.56364,                  1.307,                 1.2164,                0.52432,                 1.3374,               0.006337,               0.006337,               0.006337
                    114,                  1.104,                0.67586,                 1.1887,                 1.1951,                0.67398,                 1.2192,                0.91158,                0.89158,                0.93524,                0.64576,                 1.1695,                0.56295,                 1.3037,                 1.2119,                0.52525,                 1.3381,               0.006304,               0.006304,               0.006304
                    115,                 1.0991,                0.67213,                 1.1911,                 1.1849,                0.66723,                 1.2169,                 0.9066,                0.89561,                0.93454,                0.64445,                 1.1691,                0.56176,                 1.3026,                 1.2123,                0.52474,                 1.3371,               0.006271,               0.006271,               0.006271
                    116,                  1.094,                0.67958,                 1.1888,                 1.1831,                0.68712,                 1.2215,                0.90669,                0.89774,                0.93336,                0.64646,                 1.1672,                0.55916,                 1.2989,                 1.2083,                0.52484,                  1.332,               0.006238,               0.006238,               0.006238
                    117,                 1.0959,                0.67766,                 1.1834,                 1.1843,                0.67827,                 1.2166,                0.89905,                0.90251,                 0.9334,                0.64713,                 1.1656,                0.55886,                 1.2966,                 1.2049,                 0.5285,                 1.3295,               0.006205,               0.006205,               0.006205
                    118,                 1.1012,                0.68255,                 1.1916,                 1.1888,                0.67921,                  1.224,                0.90279,                 0.8983,                0.93408,                0.64766,                 1.1634,                0.55996,                 1.2953,                 1.2029,                0.52582,                 1.3266,               0.006172,               0.006172,               0.006172
                    119,                  1.096,                0.67139,                 1.1895,                  1.178,                0.66914,                 1.2168,                0.91263,                0.89781,                0.93585,                0.64957,                 1.1596,                0.55723,                 1.2936,                 1.2062,                0.50983,                 1.3285,               0.006139,               0.006139,               0.006139
                    120,                 1.0896,                0.67138,                 1.1807,                 1.1706,                0.67554,                 1.2062,                0.89089,                0.91399,                 0.9349,                 0.6487,                 1.1589,                0.55313,                 1.2943,                 1.2037,                0.51339,                 1.3279,               0.006106,               0.006106,               0.006106
                    121,                 1.0707,                0.65724,                 1.1752,                 1.1527,                0.66661,                 1.2001,                0.89996,                0.91306,                0.93471,                0.64915,                  1.158,                0.55294,                 1.2938,                 1.2001,                0.50972,                 1.3243,               0.006073,               0.006073,               0.006073
                    122,                 1.0945,                0.67304,                 1.1902,                 1.1792,                0.67523,                 1.2159,                0.91314,                0.90062,                0.93476,                0.65003,                 1.1578,                0.55099,                 1.2937,                 1.2035,                 0.5029,                 1.3235,                0.00604,                0.00604,                0.00604
                    123,                 1.0727,                0.66164,                 1.1764,                 1.1514,                0.65088,                 1.2007,                 0.8988,                0.90763,                0.93549,                0.65209,                  1.156,                0.55114,                 1.2937,                 1.2005,                0.50816,                 1.3202,               0.006007,               0.006007,               0.006007
                    124,                 1.0677,                 0.6503,                 1.1696,                 1.1505,                0.63891,                 1.1971,                0.91215,                0.90432,                0.93535,                  0.654,                 1.1547,                   0.55,                 1.2922,                 1.1996,                0.50834,                 1.3213,               0.005974,               0.005974,               0.005974
                    125,                 1.0732,                0.65645,                 1.1705,                 1.1626,                0.64816,                 1.1994,                0.91931,                0.90677,                0.93943,                0.65502,                 1.1536,                0.54672,                 1.2912,                 1.1965,                0.50583,                 1.3187,               0.005941,               0.005941,               0.005941
                    126,                 1.0735,                0.64813,                 1.1717,                 1.1559,                0.63316,                 1.1966,                0.92116,                0.90767,                0.93997,                0.65733,                 1.1527,                0.54536,                 1.2894,                 1.1972,                0.50083,                 1.3179,               0.005908,               0.005908,               0.005908
                    127,                 1.0642,                0.65147,                 1.1645,                 1.1469,                0.64936,                  1.194,                0.91567,                0.90693,                0.93939,                0.65622,                 1.1511,                0.54322,                 1.2866,                 1.1959,                0.50039,                 1.3174,               0.005875,               0.005875,               0.005875
                    128,                 1.0491,                0.64155,                  1.158,                 1.1339,                0.64807,                 1.1894,                0.92013,                0.90822,                0.93942,                0.65607,                 1.1517,                 0.5402,                 1.2869,                 1.1963,                0.49959,                 1.3163,               0.005842,               0.005842,               0.005842
                    129,                 1.0652,                0.65078,                 1.1681,                 1.1455,                0.66256,                 1.1978,                0.90956,                0.92149,                 0.9402,                0.65669,                 1.1506,                0.53928,                 1.2868,                 1.1946,                0.49945,                 1.3169,               0.005809,               0.005809,               0.005809
                    130,                 1.0508,                0.63937,                 1.1638,                 1.1326,                0.63796,                 1.1917,                0.91508,                0.91732,                0.94075,                0.65718,                 1.1507,                0.53804,                 1.2872,                 1.1954,                0.49596,                 1.3195,               0.005776,               0.005776,               0.005776
                    131,                 1.0527,                0.63185,                  1.164,                 1.1365,                0.63402,                 1.1948,                0.91394,                0.91939,                0.93903,                0.65593,                 1.1493,                0.53687,                 1.2863,                 1.1912,                0.49986,                  1.317,               0.005743,               0.005743,               0.005743
                    132,                 1.0556,                0.64293,                  1.163,                 1.1377,                0.64654,                 1.1918,                0.91683,                0.91519,                0.94031,                0.65749,                 1.1472,                0.53615,                 1.2842,                 1.1867,                0.50445,                  1.312,                0.00571,                0.00571,                0.00571
                    133,                 1.0502,                0.63831,                 1.1594,                 1.1306,                0.63273,                 1.1875,                0.91163,                0.91332,                0.94181,                0.65748,                 1.1458,                0.53587,                 1.2831,                 1.1846,                0.50211,                 1.3132,               0.005677,               0.005677,               0.005677
                    134,                 1.0433,                0.63941,                  1.159,                 1.1223,                0.63677,                 1.1828,                0.90762,                 0.9255,                0.94259,                0.65834,                 1.1442,                 0.5357,                 1.2821,                 1.1839,                0.49604,                 1.3145,               0.005644,               0.005644,               0.005644
                    135,                 1.0456,                0.62911,                 1.1565,                 1.1268,                0.62724,                 1.1814,                0.91082,                0.91989,                0.94305,                0.65933,                 1.1441,                0.53578,                 1.2821,                  1.184,                0.49781,                 1.3125,               0.005611,               0.005611,               0.005611
                    136,                 1.0416,                0.62684,                 1.1535,                 1.1194,                0.63435,                 1.1821,                0.90861,                  0.916,                0.94213,                0.65987,                  1.144,                0.53529,                 1.2817,                  1.185,                0.49177,                 1.3128,               0.005578,               0.005578,               0.005578
                    137,                  1.045,                0.63695,                 1.1584,                 1.1263,                0.64289,                 1.1908,                0.90498,                0.91995,                0.94254,                0.66013,                 1.1431,                 0.5342,                 1.2812,                 1.1828,                0.49751,                 1.3113,               0.005545,               0.005545,               0.005545
                    138,                  1.036,                0.62509,                 1.1533,                 1.1202,                0.63287,                 1.1824,                0.91563,                0.91182,                0.94241,                0.66187,                 1.1421,                 0.5332,                 1.2803,                 1.1818,                0.49588,                 1.3096,               0.005512,               0.005512,               0.005512
                    139,                 1.0413,                0.62639,                 1.1495,                 1.1314,                0.62766,                  1.174,                0.91511,                0.90985,                 0.9423,                0.66343,                 1.1411,                0.53178,                 1.2797,                 1.1808,                0.49226,                 1.3086,               0.005479,               0.005479,               0.005479
                    140,                 1.0356,                0.62413,                 1.1525,                 1.1222,                0.62701,                 1.1832,                0.91912,                0.90584,                0.94365,                0.66609,                 1.1396,                0.53137,                 1.2779,                 1.1815,                0.48651,                 1.3109,               0.005446,               0.005446,               0.005446
                    141,                 1.0268,                0.62074,                 1.1459,                 1.1064,                0.61905,                 1.1739,                0.91997,                0.91238,                0.94324,                0.66453,                 1.1388,                0.53135,                 1.2775,                 1.1803,                  0.484,                 1.3087,               0.005413,               0.005413,               0.005413
                    142,                 1.0233,                0.62646,                 1.1514,                 1.1039,                0.61744,                 1.1804,                0.91601,                0.90758,                 0.9419,                0.66268,                 1.1374,                0.52987,                 1.2767,                  1.179,                0.48622,                 1.3076,                0.00538,                0.00538,                0.00538
                    143,                 1.0353,                 0.6297,                 1.1529,                 1.1179,                0.61695,                  1.179,                0.91352,                0.91452,                0.94351,                 0.6653,                 1.1359,                0.52859,                 1.2759,                 1.1795,                0.48309,                 1.3091,               0.005347,               0.005347,               0.005347
                    144,                   1.02,                0.60709,                 1.1456,                 1.1005,                0.60585,                 1.1701,                0.91573,                0.91094,                0.94321,                0.66647,                 1.1346,                0.52828,                 1.2754,                 1.1775,                0.48495,                 1.3064,               0.005314,               0.005314,               0.005314
                    145,                 1.0225,                0.61211,                  1.146,                 1.1019,                0.60316,                 1.1731,                0.91199,                0.91029,                0.94253,                0.66658,                  1.134,                0.52774,                 1.2753,                 1.1755,                0.48672,                 1.3062,               0.005281,               0.005281,               0.005281
                    146,                 1.0164,                0.61333,                 1.1393,                 1.0963,                0.61326,                 1.1659,                0.91515,                0.90985,                0.94395,                0.66547,                 1.1329,                0.52645,                 1.2745,                 1.1748,                0.48642,                 1.3059,               0.005248,               0.005248,               0.005248
                    147,                 1.0102,                0.60927,                 1.1388,                 1.0934,                 0.5954,                 1.1682,                0.91494,                0.91246,                0.94476,                0.66446,                 1.1317,                 0.5256,                 1.2741,                 1.1746,                0.48208,                 1.3061,               0.005215,               0.005215,               0.005215
                    148,                 1.0104,                0.60232,                 1.1391,                 1.0944,                    0.6,                 1.1667,                0.91121,                 0.9108,                0.94418,                0.66441,                 1.1311,                0.52538,                 1.2738,                 1.1727,                0.48383,                 1.3044,               0.005182,               0.005182,               0.005182
                    149,                 1.0101,                0.60561,                 1.1375,                 1.0857,                0.60619,                 1.1679,                0.91129,                0.91305,                0.94436,                0.66571,                 1.1305,                0.52582,                 1.2735,                 1.1721,                0.48127,                  1.304,               0.005149,               0.005149,               0.005149
                    150,                 1.0078,                0.60168,                 1.1393,                 1.0904,                0.58746,                 1.1698,                0.93133,                0.89614,                0.94349,                0.66501,                 1.1305,                0.52557,                 1.2736,                 1.1698,                0.48401,                 1.3027,               0.005116,               0.005116,               0.005116
                    151,                 1.0214,                  0.604,                  1.138,                 1.1039,                 0.6008,                 1.1632,                0.90831,                0.90823,                0.94292,                0.66395,                 1.1299,                0.52524,                 1.2737,                 1.1689,                 0.4865,                  1.302,               0.005083,               0.005083,               0.005083
                    152,                 1.0083,                0.60513,                 1.1452,                 1.0915,                0.60966,                  1.169,                0.92159,                0.90048,                0.94341,                0.66579,                 1.1296,                0.52496,                 1.2738,                 1.1682,                0.48441,                 1.3021,                0.00505,                0.00505,                0.00505
                    153,                 1.0094,                 0.6005,                 1.1342,                 1.0884,                0.59098,                   1.16,                0.92437,                0.90265,                0.94436,                0.66715,                 1.1294,                0.52464,                 1.2739,                 1.1652,                0.48802,                 1.3004,               0.005017,               0.005017,               0.005017
                    154,                0.99502,                 0.5981,                   1.13,                 1.0749,                0.59234,                 1.1563,                 0.9208,                0.89819,                0.94357,                0.66659,                 1.1287,                 0.5242,                 1.2734,                 1.1634,                0.49001,                 1.2987,               0.004984,               0.004984,               0.004984
                    155,                0.99581,                0.59172,                 1.1297,                 1.0773,                0.58627,                 1.1578,                0.92578,                0.90253,                0.94424,                0.66681,                 1.1278,                0.52411,                 1.2729,                 1.1622,                0.48628,                 1.2983,               0.004951,               0.004951,               0.004951
                    156,                0.98816,                0.58724,                 1.1252,                  1.062,                0.57195,                 1.1501,                 0.9227,                0.90047,                0.94489,                0.66683,                 1.1271,                0.52321,                 1.2726,                 1.1612,                0.48759,                 1.2969,               0.004918,               0.004918,               0.004918
                    157,                0.98732,                0.58687,                 1.1231,                 1.0756,                0.57435,                 1.1539,                0.92037,                 0.9009,                0.94473,                0.66833,                 1.1267,                0.52179,                 1.2721,                 1.1611,                0.48897,                  1.297,               0.004885,               0.004885,               0.004885
                    158,                0.98686,                0.58637,                 1.1244,                 1.0646,                0.58142,                 1.1519,                0.92311,                0.89798,                0.94474,                 0.6681,                 1.1261,                0.52092,                 1.2718,                  1.161,                0.48837,                 1.2968,               0.004852,               0.004852,               0.004852
                    159,                0.98624,                0.58192,                 1.1167,                 1.0656,                0.56629,                   1.14,                0.92529,                0.90337,                0.94568,                0.66896,                 1.1253,                0.51986,                 1.2713,                 1.1606,                 0.4857,                 1.2957,               0.004819,               0.004819,               0.004819
                    160,                0.98508,                0.59317,                 1.1232,                 1.0609,                0.58492,                 1.1487,                0.92508,                0.90285,                0.94583,                0.66868,                 1.1247,                0.51942,                 1.2708,                 1.1598,                0.48488,                 1.2966,               0.004786,               0.004786,               0.004786
                    161,                0.98178,                0.58381,                  1.122,                 1.0557,                0.57646,                 1.1495,                0.92422,                0.89807,                0.94532,                0.66788,                 1.1237,                0.51928,                 1.2701,                 1.1597,                 0.4861,                  1.295,               0.004753,               0.004753,               0.004753
                    162,                 0.9679,                0.57948,                 1.1135,                 1.0495,                0.57312,                 1.1442,                0.92452,                0.90168,                0.94593,                0.66951,                 1.1232,                0.51822,                 1.2695,                 1.1593,                0.48468,                 1.2946,                0.00472,                0.00472,                0.00472
                    163,                0.97724,                0.59239,                 1.1201,                 1.0547,                 0.5973,                 1.1448,                0.92722,                0.90175,                0.94602,                 0.6698,                 1.1225,                 0.5177,                 1.2692,                 1.1597,                0.48237,                 1.2947,               0.004687,               0.004687,               0.004687
                    164,                0.97507,                0.58155,                 1.1204,                 1.0578,                0.57972,                 1.1482,                0.92257,                 0.9018,                0.94476,                0.66794,                 1.1219,                0.51735,                 1.2688,                 1.1589,                0.48429,                 1.2943,               0.004654,               0.004654,               0.004654
                    165,                0.96856,                0.57426,                 1.1154,                 1.0472,                0.57071,                 1.1397,                 0.9265,                0.90489,                0.94545,                0.66877,                 1.1213,                0.51729,                 1.2684,                 1.1581,                0.48407,                 1.2932,               0.004621,               0.004621,               0.004621
                    166,                0.97519,                0.57515,                 1.1135,                 1.0534,                0.56901,                 1.1374,                0.92068,                0.90641,                0.94599,                0.66873,                 1.1204,                0.51729,                  1.268,                 1.1573,                0.48415,                 1.2926,               0.004588,               0.004588,               0.004588
                    167,                0.96644,                0.57513,                 1.1151,                 1.0455,                0.56756,                 1.1408,                0.91806,                0.90033,                0.94455,                0.66827,                   1.12,                0.51699,                 1.2675,                 1.1575,                0.49013,                 1.2918,               0.004555,               0.004555,               0.004555
                    168,                0.95815,                0.56292,                 1.1112,                  1.039,                0.56086,                 1.1361,                0.90921,                0.90356,                0.94368,                0.66755,                 1.1196,                0.51703,                 1.2673,                 1.1569,                 0.4925,                 1.2925,               0.004522,               0.004522,               0.004522
                    169,                0.96619,                 0.5682,                 1.1086,                 1.0435,                0.56259,                 1.1329,                0.90944,                0.90745,                0.94446,                0.66797,                 1.1194,                0.51682,                 1.2673,                 1.1574,                0.48919,                 1.2927,               0.004489,               0.004489,               0.004489
                    170,                0.96147,                0.56681,                 1.1062,                 1.0491,                 0.5681,                 1.1344,                0.90974,                0.90878,                0.94516,                0.66825,                 1.1192,                0.51644,                 1.2669,                 1.1575,                 0.4885,                 1.2916,               0.004456,               0.004456,               0.004456
                    171,                0.96514,                0.56472,                 1.1124,                 1.0495,                0.56282,                 1.1389,                0.91177,                0.90858,                0.94472,                0.66796,                 1.1188,                0.51592,                 1.2665,                 1.1574,                0.48907,                 1.2922,               0.004423,               0.004423,               0.004423
                    172,                0.94379,                0.56765,                 1.1015,                 1.0253,                0.56143,                 1.1274,                0.91151,                 0.9072,                0.94441,                0.66889,                 1.1186,                0.51561,                 1.2661,                 1.1574,                0.48975,                 1.2918,                0.00439,                0.00439,                0.00439
                    173,                0.94883,                0.55895,                 1.1037,                 1.0316,                0.55505,                 1.1302,                0.91439,                0.90465,                0.94497,                0.66864,                 1.1186,                0.51466,                 1.2661,                  1.157,                0.48958,                 1.2913,               0.004357,               0.004357,               0.004357
                    174,                0.94089,                0.55448,                 1.1067,                 1.0233,                0.54833,                 1.1287,                 0.9173,                0.90406,                0.94434,                0.66827,                 1.1184,                0.51433,                  1.266,                 1.1572,                0.48668,                 1.2904,               0.004324,               0.004324,               0.004324
                    175,                0.94789,                0.55182,                 1.1018,                 1.0222,                0.55199,                 1.1233,                0.91444,                0.90528,                0.94405,                0.66808,                 1.1183,                0.51382,                  1.266,                 1.1557,                0.48963,                 1.2893,               0.004291,               0.004291,               0.004291
                    176,                0.94449,                0.55506,                 1.0981,                 1.0207,                0.54376,                 1.1201,                0.91577,                0.90876,                0.94419,                0.66902,                  1.118,                0.51374,                 1.2657,                 1.1561,                0.48791,                 1.2906,               0.004258,               0.004258,               0.004258
                    177,                0.94196,                 0.5554,                 1.1022,                 1.0212,                0.55551,                 1.1301,                 0.9163,                0.90799,                0.94362,                 0.6693,                 1.1176,                0.51378,                 1.2653,                  1.156,                0.49022,                 1.2903,               0.004225,               0.004225,               0.004225
                    178,                0.94616,                0.55819,                 1.1094,                 1.0218,                 0.5448,                 1.1346,                0.92281,                0.90456,                0.94407,                0.66952,                 1.1172,                0.51397,                  1.265,                 1.1567,                0.48903,                 1.2905,               0.004192,               0.004192,               0.004192
                    179,                0.94943,                0.55729,                 1.1021,                   1.03,                0.54598,                 1.1272,                0.91973,                0.90534,                0.94362,                0.66936,                 1.1171,                0.51363,                 1.2649,                 1.1567,                0.48909,                 1.2899,               0.004159,               0.004159,               0.004159
                    180,                0.94077,                0.55399,                 1.1039,                 1.0234,                 0.5442,                 1.1266,                0.92177,                0.90642,                0.94359,                0.66799,                 1.1177,                0.51316,                 1.2658,                 1.1557,                0.49039,                 1.2892,               0.004126,               0.004126,               0.004126
                    181,                0.93999,                 0.5518,                 1.1032,                 1.0212,                0.55007,                 1.1287,                 0.9237,                0.90444,                0.94475,                0.66837,                 1.1167,                0.51316,                 1.2646,                 1.1552,                0.48707,                  1.289,               0.004093,               0.004093,               0.004093
                    182,                0.92669,                0.54584,                 1.0917,                 1.0078,                0.53599,                 1.1175,                0.92354,                0.90218,                0.94509,                0.66851,                 1.1164,                0.51323,                 1.2643,                 1.1547,                0.48732,                 1.2885,                0.00406,                0.00406,                0.00406
                    183,                0.93012,                0.53926,                 1.0891,                 1.0068,                0.52345,                 1.1132,                0.92431,                0.89916,                0.94528,                0.66892,                 1.1162,                0.51323,                 1.2643,                 1.1544,                0.48898,                 1.2884,               0.004027,               0.004027,               0.004027
                    184,                0.92291,                0.53366,                 1.0928,                0.99977,                0.53112,                 1.1158,                0.92048,                0.90316,                0.94471,                0.66925,                 1.1162,                0.51281,                 1.2644,                 1.1539,                0.49003,                 1.2866,               0.003994,               0.003994,               0.003994
                    185,                0.91764,                0.53886,                 1.0884,                0.99364,                0.53896,                 1.1142,                0.91871,                0.90915,                0.94512,                 0.6695,                 1.1159,                0.51258,                 1.2644,                 1.1543,                0.48759,                 1.2862,               0.003961,               0.003961,               0.003961
                    186,                0.91303,                0.53852,                  1.088,                  0.989,                0.53267,                   1.11,                0.91712,                0.90769,                 0.9447,                0.66989,                 1.1156,                0.51212,                 1.2644,                  1.154,                0.48823,                 1.2867,               0.003928,               0.003928,               0.003928
                    187,                0.91799,                  0.541,                 1.0891,                0.99389,                0.53351,                 1.1127,                0.92447,                0.90202,                0.94438,                 0.6686,                 1.1152,                 0.5123,                 1.2641,                 1.1542,                0.48803,                  1.287,               0.003895,               0.003895,               0.003895
                    188,                0.91187,                 0.5397,                 1.0852,                0.98746,                0.53239,                 1.1107,                0.92421,                 0.9019,                0.94399,                0.66874,                  1.115,                0.51213,                 1.2641,                 1.1529,                 0.4908,                 1.2854,               0.003862,               0.003862,               0.003862
                    189,                0.90977,                0.53238,                 1.0855,                0.98565,                0.52442,                 1.1087,                0.93036,                0.90045,                0.94456,                0.66844,                 1.1147,                0.51223,                 1.2639,                 1.1517,                0.49212,                 1.2846,               0.003829,               0.003829,               0.003829
                    190,                0.90806,                0.53521,                 1.0864,                0.98482,                0.53521,                 1.1093,                0.93324,                 0.8959,                0.94429,                0.66877,                 1.1145,                0.51218,                 1.2637,                  1.151,                0.49302,                 1.2844,               0.003796,               0.003796,               0.003796
                    191,                0.90128,                0.52484,                 1.0809,                0.97555,                0.51511,                 1.1044,                0.92236,                0.90008,                0.94483,                0.66947,                 1.1141,                0.51199,                 1.2635,                  1.151,                0.49171,                  1.284,               0.003763,               0.003763,               0.003763
                    192,                 0.9045,                 0.5273,                 1.0807,                0.97675,                0.51416,                 1.1038,                0.91901,                0.90338,                0.94469,                0.67072,                 1.1142,                0.51161,                 1.2637,                 1.1506,                0.49268,                 1.2835,                0.00373,                0.00373,                0.00373
                    193,                0.89476,                0.52066,                 1.0792,                0.96505,                0.50137,                  1.103,                0.92549,                0.89842,                0.94517,                0.67159,                 1.1141,                0.51137,                 1.2638,                 1.1494,                0.49538,                 1.2804,               0.003697,               0.003697,               0.003697
                    194,                  0.898,                0.52567,                  1.076,                0.97057,                0.50865,                 1.1019,                0.92868,                0.89602,                0.94528,                0.67236,                 1.1142,                0.51122,                  1.264,                 1.1492,                0.49491,                 1.2812,               0.003664,               0.003664,               0.003664
                    195,                0.89146,                0.51767,                  1.072,                0.96972,                0.49856,                 1.0974,                0.93262,                0.89762,                 0.9457,                0.67148,                  1.114,                0.51095,                 1.2637,                  1.149,                0.49366,                   1.28,               0.003631,               0.003631,               0.003631
                    196,                0.89166,                 0.5149,                 1.0733,                0.96333,                0.49335,                 1.0987,                0.91533,                0.91072,                0.94495,                0.67093,                 1.1138,                 0.5105,                 1.2636,                 1.1484,                0.49538,                 1.2798,               0.003598,               0.003598,               0.003598
                    197,                0.88331,                0.51622,                 1.0671,                0.95678,                0.50347,                 1.0918,                 0.9224,                0.90386,                0.94485,                0.67037,                 1.1137,                0.51014,                 1.2635,                 1.1485,                 0.4964,                 1.2796,               0.003565,               0.003565,               0.003565
                    198,                0.89444,                0.51806,                  1.074,                0.96415,                0.50745,                 1.0957,                0.91776,                0.90885,                0.94514,                0.67072,                 1.1137,                0.50994,                 1.2637,                 1.1484,                0.49536,                   1.28,               0.003532,               0.003532,               0.003532
                    199,                0.88376,                0.52226,                 1.0681,                0.95947,                0.51532,                 1.0947,                0.92299,                0.90474,                0.94523,                0.67083,                 1.1138,                0.51005,                 1.2637,                  1.148,                0.49529,                 1.2798,               0.003499,               0.003499,               0.003499
                    200,                0.89276,                0.52058,                 1.0728,                0.96428,                0.50381,                 1.0978,                0.92202,                0.90572,                0.94561,                0.67108,                 1.1137,                0.50987,                 1.2636,                 1.1476,                0.49498,                 1.2794,               0.003466,               0.003466,               0.003466
                    201,                0.88442,                0.51202,                  1.071,                0.95511,                0.49505,                 1.0956,                0.92192,                0.91038,                0.94598,                0.67163,                 1.1137,                0.50953,                 1.2637,                 1.1482,                0.49317,                 1.2799,               0.003433,               0.003433,               0.003433
                    202,                0.87679,                0.51018,                 1.0641,                0.95423,                0.49308,                 1.0916,                0.92271,                0.90672,                0.94591,                0.67134,                 1.1135,                0.50931,                 1.2636,                 1.1479,                 0.4927,                 1.2799,                 0.0034,                 0.0034,                 0.0034
                    203,                0.88171,                 0.5096,                 1.0673,                0.95401,                0.49976,                 1.0927,                0.92198,                0.90669,                 0.9459,                0.67125,                 1.1135,                0.50881,                 1.2638,                 1.1474,                0.49335,                 1.2795,               0.003367,               0.003367,               0.003367
                    204,                0.87867,                0.50868,                 1.0639,                0.95079,                0.49828,                 1.0856,                0.92489,                0.90491,                0.94609,                0.67206,                 1.1136,                0.50847,                  1.264,                 1.1471,                0.49386,                 1.2793,               0.003334,               0.003334,               0.003334
                    205,                0.88062,                0.50889,                 1.0624,                0.95446,                0.50431,                 1.0867,                0.92407,                0.90617,                0.94625,                0.67245,                 1.1136,                0.50843,                 1.2642,                 1.1468,                0.49296,                 1.2792,               0.003301,               0.003301,               0.003301
                    206,                0.87384,                0.50551,                 1.0649,                0.94885,                0.49332,                 1.0901,                0.92421,                0.90489,                0.94587,                0.67189,                 1.1134,                0.50846,                 1.2641,                 1.1468,                0.49385,                 1.2791,               0.003268,               0.003268,               0.003268
                    207,                0.87644,                0.50566,                 1.0628,                0.95241,                0.49028,                 1.0877,                0.92064,                0.90644,                0.94543,                0.67232,                  1.113,                0.50867,                 1.2638,                 1.1469,                0.49415,                 1.2793,               0.003235,               0.003235,               0.003235
                    208,                0.86739,                0.50515,                 1.0646,                0.93453,                0.49489,                 1.0878,                0.91891,                0.90385,                0.94509,                 0.6722,                 1.1123,                 0.5089,                 1.2634,                  1.146,                0.49663,                 1.2781,               0.003202,               0.003202,               0.003202
