                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    156,                 1.0199,                0.60172,                 1.1369,                0.92829,                 0.8946,                 0.9479,                0.65751,                 1.2244,                0.54398,                   1.32,               0.004918,               0.004918,               0.004918
                    157,                 1.0031,                 0.5987,                  1.131,                0.93027,                0.89339,                0.94828,                0.65664,                 1.2236,                0.54237,                 1.3199,               0.004885,               0.004885,               0.004885
                    158,                 1.0038,                0.59481,                  1.129,                0.92948,                0.89369,                0.94852,                0.65627,                 1.2229,                0.54208,                 1.3201,               0.004852,               0.004852,               0.004852
                    159,                 1.0023,                0.59295,                  1.121,                0.92958,                0.89266,                0.94842,                0.65619,                  1.222,                0.54126,                 1.3198,               0.004819,               0.004819,               0.004819
                    160,                0.99762,                0.59895,                 1.1244,                0.93082,                0.89114,                0.94837,                0.65636,                 1.2215,                0.54143,                 1.3197,               0.004786,               0.004786,               0.004786
                    161,                0.99105,                0.58951,                 1.1236,                0.93075,                0.89156,                0.94867,                0.65726,                 1.2203,                0.54068,                 1.3192,               0.004753,               0.004753,               0.004753
                    162,                  0.997,                0.58682,                 1.1285,                0.93326,                0.89137,                0.94906,                0.65821,                 1.2196,                0.54023,                 1.3188,                0.00472,                0.00472,                0.00472
                    163,                0.98697,                0.57771,                 1.1215,                0.93347,                0.89108,                0.94901,                 0.6591,                 1.2188,                0.54003,                 1.3189,               0.004687,               0.004687,               0.004687
                    164,                0.98345,                0.57627,                   1.12,                0.93341,                0.89235,                0.94922,                0.65813,                 1.2187,                0.53924,                  1.319,               0.004654,               0.004654,               0.004654
                    165,                 0.9872,                0.57913,                 1.1161,                0.93298,                0.89248,                0.94945,                0.65979,                 1.2172,                 0.5397,                 1.3176,               0.004621,               0.004621,               0.004621
                    166,                0.99009,                0.58486,                 1.1172,                0.93251,                0.89333,                0.94973,                0.66063,                 1.2154,                0.53881,                 1.3162,               0.004588,               0.004588,               0.004588
                    167,                0.98285,                0.58222,                 1.1127,                0.93341,                0.89277,                0.95005,                0.66099,                 1.2153,                0.53811,                 1.3158,               0.004555,               0.004555,               0.004555
                    168,                0.98739,                0.58186,                 1.1229,                0.93236,                0.89255,                0.94996,                0.66127,                 1.2144,                 0.5374,                  1.315,               0.004522,               0.004522,               0.004522
                    169,                0.98025,                0.57588,                 1.1179,                0.93214,                0.89291,                0.94989,                0.66201,                  1.214,                0.53749,                 1.3145,               0.004489,               0.004489,               0.004489
                    170,                0.96715,                0.56874,                 1.1081,                0.93327,                0.89414,                0.95044,                0.66188,                 1.2138,                0.53748,                 1.3145,               0.004456,               0.004456,               0.004456
                    171,                0.98136,                0.57216,                 1.1159,                0.93293,                0.89361,                0.95033,                0.66155,                 1.2137,                0.53722,                 1.3142,               0.004423,               0.004423,               0.004423
                    172,                0.97755,                 0.5721,                 1.1147,                0.93362,                0.89385,                0.95036,                 0.6623,                 1.2133,                0.53669,                 1.3143,                0.00439,                0.00439,                0.00439
                    173,                0.96726,                0.57126,                 1.1107,                0.93387,                0.89417,                0.95147,                0.66227,                 1.2129,                 0.5362,                 1.3143,               0.004357,               0.004357,               0.004357
                    174,                0.96341,                0.56162,                 1.1036,                 0.9348,                0.89362,                0.95163,                0.66258,                 1.2127,                0.53573,                 1.3142,               0.004324,               0.004324,               0.004324
                    175,                0.96614,                0.56555,                 1.1029,                0.93413,                0.89365,                 0.9514,                0.66213,                 1.2124,                0.53535,                 1.3141,               0.004291,               0.004291,               0.004291
                    176,                0.97436,                 0.5643,                 1.1102,                0.93556,                0.89303,                0.95174,                0.66239,                 1.2117,                0.53494,                 1.3137,               0.004258,               0.004258,               0.004258
                    177,                0.96652,                0.56494,                 1.1052,                 0.9348,                0.89294,                 0.9516,                0.66284,                 1.2111,                0.53489,                 1.3134,               0.004225,               0.004225,               0.004225
                    178,                0.95774,                0.56383,                  1.102,                0.93578,                0.89294,                0.95188,                0.66425,                 1.2101,                0.53441,                 1.3131,               0.004192,               0.004192,               0.004192
                    179,                0.95724,                0.56389,                 1.1034,                0.93667,                0.89294,                0.95208,                0.66391,                 1.2101,                0.53411,                 1.3135,               0.004159,               0.004159,               0.004159
                    180,                0.94734,                0.54901,                 1.0958,                0.93575,                0.89292,                0.95176,                0.66428,                 1.2101,                0.53363,                 1.3135,               0.004126,               0.004126,               0.004126
                    181,                0.95579,                0.55781,                 1.1011,                0.93565,                0.89303,                0.95173,                0.66405,                 1.2092,                0.53365,                 1.3129,               0.004093,               0.004093,               0.004093
                    182,                0.94708,                0.55439,                 1.0952,                0.93578,                0.89258,                0.95158,                0.66477,                 1.2095,                0.53368,                 1.3129,                0.00406,                0.00406,                0.00406
                    183,                0.94045,                0.54697,                  1.097,                0.93679,                 0.8923,                0.95196,                 0.6654,                 1.2095,                0.53338,                 1.3127,               0.004027,               0.004027,               0.004027
                    184,                0.93825,                0.54421,                 1.0943,                0.94007,                0.89263,                 0.9521,                0.66508,                 1.2094,                0.53241,                 1.3124,               0.003994,               0.003994,               0.003994
                    185,                0.92863,                0.54522,                 1.0898,                0.93978,                0.89289,                0.95196,                0.66511,                 1.2095,                0.53264,                 1.3128,               0.003961,               0.003961,               0.003961
                    186,                0.95066,                0.54562,                 1.0982,                0.93969,                0.89298,                 0.9519,                0.66482,                   1.21,                0.53217,                 1.3133,               0.003928,               0.003928,               0.003928
                    187,                0.94272,                0.54255,                 1.0905,                0.94052,                0.89318,                0.95207,                0.66508,                 1.2101,                0.53172,                 1.3136,               0.003895,               0.003895,               0.003895
                    188,                0.94001,                0.54868,                 1.0918,                0.93867,                0.89292,                0.95174,                 0.6652,                 1.2103,                0.53141,                 1.3137,               0.003862,               0.003862,               0.003862
                    189,                0.92439,                0.54725,                 1.0834,                0.93857,                0.89298,                0.95201,                0.66536,                 1.2098,                0.53099,                 1.3133,               0.003829,               0.003829,               0.003829
                    190,                0.92774,                0.54124,                 1.0874,                0.93837,                0.89298,                0.95176,                0.66547,                 1.2097,                0.53056,                 1.3131,               0.003796,               0.003796,               0.003796
                    191,                0.93053,                0.53965,                 1.0877,                0.93821,                0.89462,                0.95213,                0.66613,                 1.2095,                0.53067,                 1.3131,               0.003763,               0.003763,               0.003763
                    192,                0.92615,                0.54381,                 1.0844,                 0.9391,                0.89503,                0.95219,                0.66691,                 1.2095,                0.53044,                 1.3129,                0.00373,                0.00373,                0.00373
                    193,                0.92516,                0.53477,                 1.0883,                0.93897,                0.89526,                0.95227,                 0.6662,                 1.2094,                0.53019,                 1.3134,               0.003697,               0.003697,               0.003697
                    194,                0.91035,                0.52501,                 1.0816,                0.93915,                0.89519,                0.95238,                0.66685,                 1.2092,                0.52966,                 1.3132,               0.003664,               0.003664,               0.003664
                    195,                0.91735,                0.53537,                 1.0833,                0.93892,                0.89551,                0.95205,                0.66634,                 1.2095,                0.52967,                 1.3131,               0.003631,               0.003631,               0.003631
                    196,                0.92014,                 0.5322,                 1.0792,                0.93871,                0.89571,                0.95177,                0.66602,                 1.2092,                0.52926,                 1.3129,               0.003598,               0.003598,               0.003598
                    197,                0.90635,                0.52524,                 1.0739,                0.93894,                0.89569,                 0.9513,                 0.6664,                  1.209,                 0.5289,                 1.3127,               0.003565,               0.003565,               0.003565
                    198,                0.91425,                0.53423,                  1.079,                0.93877,                0.89687,                0.95244,                0.66632,                 1.2089,                0.52862,                 1.3128,               0.003532,               0.003532,               0.003532
                    199,                0.91317,                0.53225,                 1.0768,                0.93943,                0.89388,                0.95141,                 0.6664,                 1.2087,                0.52826,                 1.3126,               0.003499,               0.003499,               0.003499
                    200,                0.90596,                0.52907,                 1.0752,                0.93909,                0.89375,                0.95144,                0.66639,                 1.2083,                0.52816,                 1.3124,               0.003466,               0.003466,               0.003466
                    201,                0.90089,                0.52075,                 1.0704,                0.93877,                0.89356,                0.95145,                0.66628,                 1.2085,                 0.5275,                 1.3126,               0.003433,               0.003433,               0.003433
                    202,                0.90193,                 0.5204,                 1.0766,                0.93775,                0.89628,                0.95155,                0.66686,                 1.2084,                0.52722,                 1.3128,                 0.0034,                 0.0034,                 0.0034
                    203,                0.89176,                0.51708,                 1.0676,                0.93709,                0.89614,                0.95172,                0.66651,                 1.2081,                 0.5269,                 1.3123,               0.003367,               0.003367,               0.003367
                    204,                0.89332,                0.51536,                 1.0662,                0.93704,                0.89428,                0.95179,                0.66573,                 1.2081,                0.52662,                 1.3124,               0.003334,               0.003334,               0.003334
                    205,                0.89811,                0.51781,                 1.0691,                0.93673,                 0.8939,                0.95183,                0.66553,                 1.2078,                0.52579,                 1.3121,               0.003301,               0.003301,               0.003301
                    206,                0.89414,                0.51624,                 1.0776,                0.93811,                0.89326,                0.95192,                0.66602,                 1.2076,                0.52572,                 1.3121,               0.003268,               0.003268,               0.003268
                    207,                0.89137,                0.51518,                 1.0651,                0.93868,                0.89226,                0.95203,                0.66552,                 1.2073,                0.52498,                 1.3117,               0.003235,               0.003235,               0.003235
                    208,                0.88426,                0.50913,                  1.063,                0.93576,                0.89397,                0.95211,                 0.6658,                  1.207,                0.52407,                 1.3117,               0.003202,               0.003202,               0.003202
                    209,                0.88503,                0.50846,                 1.0639,                0.93408,                0.89507,                0.95222,                0.66596,                 1.2068,                0.52359,                 1.3116,               0.003169,               0.003169,               0.003169
                    210,                 0.8863,                0.51647,                 1.0686,                0.93369,                 0.8951,                0.95225,                 0.6663,                 1.2067,                0.52375,                 1.3115,               0.003136,               0.003136,               0.003136
                    211,                0.87354,                 0.5024,                 1.0557,                0.93266,                0.89594,                0.95206,                0.66763,                 1.2066,                0.52359,                 1.3116,               0.003103,               0.003103,               0.003103
                    212,                0.87341,                0.50249,                 1.0591,                0.93235,                0.89599,                0.95218,                0.66738,                 1.2066,                0.52302,                 1.3116,                0.00307,                0.00307,                0.00307
                    213,                0.87436,                0.50491,                 1.0583,                0.93275,                0.89321,                0.95221,                0.66663,                 1.2063,                0.52277,                 1.3116,               0.003037,               0.003037,               0.003037
                    214,                0.86835,                0.50381,                 1.0534,                0.93322,                 0.8932,                0.95228,                0.66696,                 1.2058,                0.52274,                 1.3113,               0.003004,               0.003004,               0.003004
                    215,                0.87242,                0.49552,                 1.0552,                0.93434,                0.89418,                0.95248,                0.66785,                 1.2059,                0.52269,                 1.3116,               0.002971,               0.002971,               0.002971
                    216,                0.86558,                0.49604,                 1.0517,                0.93396,                  0.894,                0.95266,                0.66788,                 1.2056,                0.52223,                 1.3117,               0.002938,               0.002938,               0.002938
                    217,                0.86212,                0.49476,                 1.0515,                0.93386,                0.89386,                0.95262,                0.66737,                 1.2055,                0.52175,                 1.3117,               0.002905,               0.002905,               0.002905
                    218,                0.85975,                0.49312,                 1.0521,                0.93841,                0.89217,                 0.9526,                0.66805,                 1.2051,                0.52165,                 1.3117,               0.002872,               0.002872,               0.002872
                    219,                0.85789,                0.48961,                  1.056,                0.93563,                0.89232,                0.95261,                 0.6675,                 1.2046,                0.52074,                 1.3116,               0.002839,               0.002839,               0.002839
                    220,                 0.8547,                0.49518,                 1.0512,                0.93692,                0.89202,                0.95275,                0.66741,                 1.2038,                0.52104,                 1.3113,               0.002806,               0.002806,               0.002806
                    221,                0.85649,                0.49095,                 1.0477,                0.94012,                0.89187,                0.95289,                0.66769,                 1.2041,                0.52019,                 1.3118,               0.002773,               0.002773,               0.002773
                    222,                0.86159,                0.49005,                 1.0612,                0.93427,                0.89613,                0.95303,                 0.6686,                 1.2038,                0.51974,                 1.3117,                0.00274,                0.00274,                0.00274
                    223,                0.85253,                0.48421,                 1.0499,                0.93435,                0.89658,                0.95303,                0.66792,                 1.2037,                 0.5194,                  1.312,               0.002707,               0.002707,               0.002707
                    224,                0.83892,                0.48032,                 1.0408,                0.92788,                0.90259,                0.95322,                0.66813,                 1.2034,                0.51891,                 1.3119,               0.002674,               0.002674,               0.002674
                    225,                0.84726,                0.48238,                 1.0501,                0.92786,                0.90268,                0.95339,                0.66863,                 1.2036,                0.51877,                 1.3122,               0.002641,               0.002641,               0.002641
                    226,                0.84046,                 0.4797,                 1.0426,                0.92633,                0.90322,                0.95334,                0.66898,                 1.2031,                0.51886,                  1.312,               0.002608,               0.002608,               0.002608
                    227,                0.84264,                0.48043,                 1.0407,                0.92583,                0.90361,                0.95349,                0.66888,                 1.2025,                0.51843,                 1.3116,               0.002575,               0.002575,               0.002575
                    228,                0.85217,                0.48429,                 1.0459,                0.92459,                0.90464,                0.95343,                0.66881,                 1.2019,                0.51842,                 1.3115,               0.002542,               0.002542,               0.002542
                    229,                0.82927,                0.47759,                 1.0353,                0.92705,                0.90384,                0.95368,                0.66837,                  1.202,                0.51785,                 1.3115,               0.002509,               0.002509,               0.002509
                    230,                0.83844,                0.47983,                 1.0399,                0.91983,                0.91376,                0.95363,                0.66926,                 1.2013,                0.51783,                  1.311,               0.002476,               0.002476,               0.002476
                    231,                 0.8344,                0.47453,                 1.0383,                0.92072,                0.91256,                0.95359,                0.66943,                 1.2008,                0.51754,                 1.3106,               0.002443,               0.002443,               0.002443
                    232,                0.83435,                0.47773,                 1.0399,                0.92122,                 0.9125,                0.95354,                0.66909,                 1.2004,                0.51782,                 1.3106,                0.00241,                0.00241,                0.00241
                    233,                0.82469,                0.47107,                 1.0406,                0.92187,                0.91178,                0.95351,                0.66922,                 1.2001,                0.51753,                 1.3105,               0.002377,               0.002377,               0.002377
                    234,                0.81929,                0.46705,                 1.0357,                0.92194,                0.91135,                0.95344,                0.66903,                 1.2001,                 0.5177,                 1.3107,               0.002344,               0.002344,               0.002344
                    235,                0.82777,                0.46908,                 1.0342,                0.92189,                0.91167,                0.95333,                0.66923,                 1.1999,                0.51743,                 1.3108,               0.002311,               0.002311,               0.002311
                    236,                0.81204,                0.45943,                 1.0319,                 0.9216,                0.91128,                0.95288,                0.66922,                 1.1986,                0.51696,                 1.3093,               0.002278,               0.002278,               0.002278
                    237,                0.81217,                0.46302,                 1.0315,                0.92212,                0.91146,                0.95334,                0.66982,                 1.1986,                0.51748,                 1.3097,               0.002245,               0.002245,               0.002245
                    238,                0.81094,                0.46229,                 1.0308,                0.92228,                0.91152,                0.95342,                0.66938,                 1.1987,                0.51742,                 1.3099,               0.002212,               0.002212,               0.002212
                    239,                0.81449,                0.45749,                 1.0341,                 0.9218,                0.91195,                0.95311,                0.67007,                 1.1987,                0.51748,                 1.3102,               0.002179,               0.002179,               0.002179
                    240,                0.81553,                0.46481,                 1.0299,                0.92175,                0.91212,                0.95313,                 0.6706,                 1.1985,                0.51766,                 1.3103,               0.002146,               0.002146,               0.002146
                    241,                0.79781,                0.45892,                 1.0229,                0.91969,                0.91531,                0.95317,                0.67047,                 1.1981,                 0.5174,                 1.3103,               0.002113,               0.002113,               0.002113
                    242,                0.80675,                0.45863,                 1.0295,                0.92632,                0.90961,                 0.9533,                 0.6704,                 1.1982,                0.51696,                 1.3106,                0.00208,                0.00208,                0.00208
                    243,                0.81201,                0.46393,                 1.0304,                 0.9218,                 0.9123,                0.95337,                0.67072,                 1.1988,                0.51725,                 1.3111,               0.002047,               0.002047,               0.002047
                    244,                0.79658,                0.45741,                 1.0212,                0.92193,                0.91461,                0.95369,                0.67068,                 1.1983,                0.51658,                 1.3109,               0.002014,               0.002014,               0.002014
                    245,                0.79384,                0.45015,                 1.0222,                0.92156,                0.91492,                0.95359,                0.67007,                 1.1978,                0.51639,                 1.3109,               0.001981,               0.001981,               0.001981
                    246,                0.78977,                0.45166,                 1.0179,                0.92159,                0.91504,                0.95374,                0.67108,                 1.1975,                0.51664,                 1.3108,               0.001948,               0.001948,               0.001948
                    247,                0.78981,                0.45127,                  1.018,                0.92156,                0.91527,                0.95405,                0.67056,                 1.1971,                0.51675,                 1.3109,               0.001915,               0.001915,               0.001915
                    248,                0.79297,                0.45033,                 1.0219,                0.92173,                 0.9154,                0.95414,                 0.6704,                  1.197,                0.51683,                 1.3107,               0.001882,               0.001882,               0.001882
                    249,                0.78783,                0.44529,                 1.0179,                0.92186,                0.91585,                0.95383,                 0.6707,                 1.1974,                0.51675,                 1.3111,               0.001849,               0.001849,               0.001849
                    250,                0.78226,                0.44815,                 1.0146,                0.92343,                0.91384,                0.95378,                0.67039,                 1.1973,                0.51656,                 1.3114,               0.001816,               0.001816,               0.001816
                    251,                0.78315,                0.44455,                 1.0173,                0.92307,                0.91527,                0.95348,                0.66959,                  1.197,                0.51617,                 1.3114,               0.001783,               0.001783,               0.001783
                    252,                0.78088,                0.43984,                 1.0121,                0.92303,                0.91564,                0.95345,                0.66935,                 1.1971,                0.51564,                 1.3116,                0.00175,                0.00175,                0.00175
                    253,                 0.7809,                0.44018,                 1.0167,                 0.9233,                0.91612,                0.95374,                0.66963,                 1.1971,                0.51561,                 1.3119,               0.001717,               0.001717,               0.001717
                    254,                0.77998,                0.44048,                 1.0141,                0.92328,                0.91643,                0.95364,                0.66966,                 1.1965,                0.51532,                 1.3115,               0.001684,               0.001684,               0.001684
                    255,                 0.7715,                0.43854,                 1.0112,                0.92314,                0.91659,                0.95379,                0.67035,                 1.1966,                0.51441,                 1.3116,               0.001651,               0.001651,               0.001651
                    256,                0.76069,                0.42928,                 1.0085,                 0.9228,                0.91685,                0.95366,                0.67043,                 1.1964,                0.51453,                 1.3118,               0.001618,               0.001618,               0.001618
                    257,                0.76267,                0.43424,                 1.0052,                0.92386,                0.91709,                0.95362,                0.67099,                 1.1964,                0.51414,                 1.3119,               0.001585,               0.001585,               0.001585
                    258,                0.76044,                 0.4328,                 1.0046,                0.92446,                0.91666,                0.95341,                0.67068,                 1.1962,                0.51469,                 1.3117,               0.001552,               0.001552,               0.001552
                    259,                0.76058,                0.43295,                 1.0053,                0.92478,                0.91669,                0.95357,                 0.6709,                 1.1958,                0.51464,                 1.3115,               0.001519,               0.001519,               0.001519
                    260,                0.75908,                0.43146,                 1.0099,                0.92465,                0.91633,                0.95366,                0.67101,                  1.196,                 0.5147,                 1.3115,               0.001486,               0.001486,               0.001486
                    261,                0.75588,                0.42718,                 1.0039,                0.92494,                0.91624,                0.95378,                0.67092,                 1.1962,                0.51433,                 1.3121,               0.001453,               0.001453,               0.001453
                    262,                0.75376,                0.43284,                  1.004,                0.92475,                0.91583,                0.95356,                0.67109,                 1.1961,                0.51443,                 1.3122,                0.00142,                0.00142,                0.00142
                    263,                0.74974,                0.42813,                 1.0064,                 0.9252,                0.91605,                 0.9537,                0.67138,                 1.1964,                0.51397,                 1.3126,               0.001387,               0.001387,               0.001387
                    264,                0.75562,                0.42818,                 1.0086,                0.92538,                0.91582,                0.95376,                0.67195,                 1.1962,                0.51363,                 1.3126,               0.001354,               0.001354,               0.001354
                    265,                0.74972,                0.42544,                 1.0006,                0.92594,                0.91571,                0.95364,                0.67303,                 1.1962,                0.51333,                 1.3128,               0.001321,               0.001321,               0.001321
                    266,                0.74961,                0.42449,                0.99935,                0.92659,                0.91572,                0.95355,                0.67283,                 1.1963,                0.51296,                 1.3132,               0.001288,               0.001288,               0.001288
                    267,                0.74489,                0.42282,                0.99823,                0.92662,                0.91571,                0.95359,                0.67321,                 1.1962,                0.51297,                 1.3132,               0.001255,               0.001255,               0.001255
                    268,                0.74646,                0.41978,                0.99914,                0.92671,                0.91584,                0.95377,                0.67392,                 1.1961,                0.51271,                  1.313,               0.001222,               0.001222,               0.001222
                    269,                0.73778,                0.41472,                0.99554,                0.92697,                 0.9154,                0.95377,                0.67379,                 1.1961,                0.51222,                 1.3132,               0.001189,               0.001189,               0.001189
                    270,                0.73866,                0.41928,                  0.994,                0.92808,                0.91559,                 0.9538,                0.67372,                  1.196,                0.51224,                 1.3134,               0.001156,               0.001156,               0.001156
                    271,                0.73788,                0.41493,                0.99452,                0.92723,                0.91578,                0.95342,                0.67364,                 1.1956,                0.51181,                 1.3133,               0.001123,               0.001123,               0.001123
                    272,                0.73653,                0.41444,                0.99429,                 0.9274,                0.91591,                0.95342,                 0.6734,                 1.1956,                0.51147,                 1.3137,                0.00109,                0.00109,                0.00109
                    273,                0.72965,                0.40888,                0.99075,                0.92856,                0.91567,                0.95356,                0.67355,                 1.1956,                0.51088,                 1.3138,               0.001057,               0.001057,               0.001057
                    274,                0.72329,                0.40967,                 0.9898,                0.92761,                0.91577,                0.95349,                0.67397,                 1.1954,                 0.5105,                 1.3139,               0.001024,               0.001024,               0.001024
                    275,                0.72167,                 0.4046,                0.98942,                0.92683,                0.91466,                0.95297,                0.67433,                 1.1952,                0.51039,                  1.314,               0.000991,               0.000991,               0.000991
                    276,                 0.7213,                0.40806,                 0.9895,                  0.927,                0.91493,                0.95296,                0.67471,                 1.1955,                0.51034,                 1.3146,               0.000958,               0.000958,               0.000958
                    277,                0.72213,                0.40402,                0.98676,                0.92697,                0.91511,                0.95311,                0.67452,                 1.1954,                0.51034,                 1.3148,               0.000925,               0.000925,               0.000925
                    278,                0.71585,                0.40681,                0.98369,                0.92652,                0.91561,                0.95308,                0.67457,                 1.1956,                0.51025,                 1.3151,               0.000892,               0.000892,               0.000892
                    279,                0.70742,                0.39933,                0.97965,                0.92667,                0.91569,                 0.9532,                0.67488,                 1.1955,                0.50986,                 1.3152,               0.000859,               0.000859,               0.000859
                    280,                0.71861,                0.40519,                0.98661,                0.92684,                0.91585,                0.95315,                 0.6746,                 1.1956,                0.50961,                 1.3155,               0.000826,               0.000826,               0.000826
                    281,                0.71599,                0.40802,                0.98712,                0.92701,                0.91549,                 0.9531,                0.67509,                 1.1955,                0.50925,                 1.3157,               0.000793,               0.000793,               0.000793
                    282,                0.71487,                0.40969,                0.98719,                0.92706,                0.91536,                0.95328,                0.67408,                 1.1956,                0.50966,                 1.3158,                0.00076,                0.00076,                0.00076
                    283,                0.70786,                0.40398,                0.98572,                0.92712,                0.91491,                0.95305,                 0.6743,                 1.1958,                0.50962,                 1.3162,               0.000727,               0.000727,               0.000727
                    284,                0.69813,                0.39656,                0.98024,                0.92669,                0.91462,                0.95318,                0.67368,                 1.1957,                0.50928,                 1.3164,               0.000694,               0.000694,               0.000694
                    285,                0.70236,                0.39199,                 0.9797,                0.92641,                0.91514,                0.95336,                0.67446,                 1.1955,                0.50886,                 1.3164,               0.000661,               0.000661,               0.000661
                    286,                0.69433,                0.39572,                 0.9797,                0.92571,                0.91523,                0.95297,                0.67432,                 1.1955,                 0.5085,                 1.3165,               0.000628,               0.000628,               0.000628
                    287,                0.70071,                0.39669,                0.97887,                0.92527,                0.91565,                0.95279,                0.67399,                 1.1955,                0.50853,                 1.3166,               0.000595,               0.000595,               0.000595
                    288,                0.70256,                0.39684,                0.97963,                0.92507,                0.91685,                0.95304,                0.67463,                 1.1958,                0.50858,                 1.3172,               0.000562,               0.000562,               0.000562
                    289,                0.69477,                0.39438,                0.98103,                0.92432,                0.91605,                0.95272,                 0.6747,                 1.1962,                0.50862,                 1.3177,               0.000529,               0.000529,               0.000529
                    290,                0.69243,                 0.3939,                0.97466,                0.92435,                0.91641,                0.95311,                0.67548,                 1.1961,                0.50849,                 1.3178,               0.000496,               0.000496,               0.000496
                    291,                0.65239,                0.31101,                0.97929,                0.92406,                0.91706,                0.95295,                0.67615,                 1.1961,                 0.5081,                  1.318,               0.000463,               0.000463,               0.000463
                    292,                0.63292,                0.30481,                0.97142,                0.92369,                0.91687,                0.95227,                0.67676,                 1.1961,                0.50839,                 1.3182,                0.00043,                0.00043,                0.00043
                    293,                0.62518,                0.29865,                0.96374,                0.92371,                0.91802,                0.95228,                0.67649,                 1.1963,                0.50828,                 1.3186,               0.000397,               0.000397,               0.000397
                    294,                0.61598,                0.29675,                0.95863,                0.92404,                0.91854,                0.95269,                0.67589,                 1.1964,                0.50787,                 1.3191,               0.000364,               0.000364,               0.000364
                    295,                 0.6182,                0.29484,                  0.963,                0.92325,                0.91873,                0.95255,                0.67655,                 1.1961,                0.50793,                 1.3195,               0.000331,               0.000331,               0.000331
                    296,                0.60866,                0.29217,                0.96117,                0.92296,                0.92033,                0.95232,                0.67652,                 1.1965,                0.50872,                 1.3204,               0.000298,               0.000298,               0.000298
                    297,                0.60694,                0.29367,                 0.9584,                0.92221,                0.92068,                0.95171,                0.67786,                 1.1967,                0.50825,                 1.3212,               0.000265,               0.000265,               0.000265
                    298,                0.60027,                0.28962,                0.95195,                0.92171,                0.92112,                  0.952,                0.67733,                 1.1969,                0.50832,                 1.3217,               0.000232,               0.000232,               0.000232
                    299,                0.59985,                0.29032,                0.95564,                0.92133,                0.92128,                0.95208,                0.67823,                 1.1972,                0.50881,                 1.3224,               0.000199,               0.000199,               0.000199
                    300,                0.59496,                0.28939,                0.95543,                0.92063,                0.92181,                0.95209,                0.67709,                 1.1977,                0.50861,                 1.3231,               0.000166,               0.000166,               0.000166
